,cluster,individual,value
17875,84,151,0
17876,84,152,0
17877,84,153,0
17878,84,154,0
17879,84,155,0
17880,84,156,0
17881,84,157,0
17882,84,158,0
17883,84,159,0
17884,84,160,0
17885,84,161,0
17886,84,162,0
17887,84,163,0
17888,84,164,0
17889,84,165,0
17890,84,166,0
17891,84,167,0
17892,84,168,9
17893,84,169,0
17894,84,170,0
17895,84,171,5
17896,84,172,8
17897,84,173,0
17898,84,174,0
17899,84,175,4
17900,84,176,2
17901,84,177,10
17902,84,178,12
17903,84,179,0
17904,84,180,0
17905,84,181,0
17906,84,182,0
17907,84,183,0
17908,84,184,0
17909,84,185,0
17910,84,186,0
17911,84,187,0
17912,84,188,0
17913,84,189,0
17914,84,190,0
17915,84,191,10
17916,84,192,0
17917,84,193,0
17918,84,194,0
17919,84,195,0
17920,84,196,0
17921,84,197,0
17922,84,198,2
17923,84,199,0
17924,84,200,0
17925,84,201,0
17926,84,202,16
17927,84,203,7
17928,84,204,0
17929,84,205,0
17930,84,206,0
17931,84,207,0
17932,84,208,0
17933,84,209,0
17934,84,210,0
17935,85,0,0
17936,85,1,0
17937,85,2,0
17938,85,3,0
17939,85,4,13
17940,85,5,0
17941,85,6,0
17942,85,7,2
17943,85,8,0
17944,85,9,1
17945,85,10,0
17946,85,11,20
17947,85,12,0
17948,85,13,0
17949,85,14,0
17950,85,15,0
17951,85,16,13
17952,85,17,0
17953,85,18,0
17954,85,19,0
17955,85,20,0
17956,85,21,0
17957,85,22,0
17958,85,23,0
17959,85,24,0
17960,85,25,4
17961,85,26,0
17962,85,27,13
17963,85,28,0
17964,85,29,0
17965,85,30,0
17966,85,31,0
17967,85,32,0
17968,85,33,0
17969,85,34,0
17970,85,35,0
17971,85,36,0
17972,85,37,14
17973,85,38,0
17974,85,39,0
17975,85,40,0
17976,85,41,0
17977,85,42,0
17978,85,43,0
17979,85,44,0
17980,85,45,0
17981,85,46,0
17982,85,47,19
17983,85,48,0
17984,85,49,0
17985,85,50,0
17986,85,51,8
17987,85,52,0
17988,85,53,0
17989,85,54,0
17990,85,55,0
17991,85,56,0
17992,85,57,0
17993,85,58,11
17994,85,59,0
17995,85,60,0
17996,85,61,0
17997,85,62,0
17998,85,63,0
17999,85,64,0
18000,85,65,7
18001,85,66,0
18002,85,67,5
18003,85,68,0
18004,85,69,0
18005,85,70,0
18006,85,71,0
18007,85,72,0
18008,85,73,8
18009,85,74,0
18010,85,75,0
18011,85,76,0
18012,85,77,0
18013,85,78,0
18014,85,79,0
18015,85,80,0
18016,85,81,0
18017,85,82,18
18018,85,83,0
18019,85,84,9
18020,85,85,0
18021,85,86,0
18022,85,87,0
18023,85,88,0
18024,85,89,13
18025,85,90,0
18026,85,91,0
18027,85,92,12
18028,85,93,0
18029,85,94,0
18030,85,95,15
18031,85,96,0
18032,85,97,0
18033,85,98,0
18034,85,99,9
18035,85,100,0
18036,85,101,2
18037,85,102,0
18038,85,103,0
18039,85,104,0
18040,85,105,0
18041,85,106,0
18042,85,107,0
18043,85,108,6
18044,85,109,0
18045,85,110,0
18046,85,111,0
18047,85,112,0
18048,85,113,0
18049,85,114,8
18050,85,115,0
18051,85,116,0
18052,85,117,0
18053,85,118,0
18054,85,119,0
18055,85,120,0
18056,85,121,15
18057,85,122,13
18058,85,123,0
18059,85,124,0
18060,85,125,0
18061,85,126,0
18062,85,127,0
18063,85,128,0
18064,85,129,6
18065,85,130,0
18066,85,131,0
18067,85,132,0
18068,85,133,0
18069,85,134,0
18070,85,135,0
18071,85,136,19
18072,85,137,0
18073,85,138,0
18074,85,139,0
18075,85,140,26
18076,85,141,0
18077,85,142,26
18078,85,143,0
18079,85,144,0
18080,85,145,0
18081,85,146,0
18082,85,147,0
18083,85,148,0
18084,85,149,12
18085,85,150,0
18086,85,151,0
18087,85,152,0
18088,85,153,8
18089,85,154,0
18090,85,155,0
18091,85,156,0
18092,85,157,0
18093,85,158,0
18094,85,159,0
18095,85,160,0
18096,85,161,0
18097,85,162,0
18098,85,163,0
18099,85,164,0
18100,85,165,0
18101,85,166,0
18102,85,167,0
18103,85,168,0
18104,85,169,0
18105,85,170,0
18106,85,171,0
18107,85,172,1
18108,85,173,0
18109,85,174,14
18110,85,175,0
18111,85,176,29
18112,85,177,0
18113,85,178,0
18114,85,179,0
18115,85,180,0
18116,85,181,0
18117,85,182,0
18118,85,183,0
18119,85,184,0
18120,85,185,23
18121,85,186,18
18122,85,187,0
18123,85,188,8
18124,85,189,0
18125,85,190,0
18126,85,191,0
18127,85,192,6
18128,85,193,0
18129,85,194,0
18130,85,195,0
18131,85,196,0
18132,85,197,0
18133,85,198,0
18134,85,199,0
18135,85,200,0
18136,85,201,0
18137,85,202,18
18138,85,203,3
18139,85,204,1
18140,85,205,0
18141,85,206,0
18142,85,207,0
18143,85,208,0
18144,85,209,0
18145,85,210,0
18146,86,0,0
18147,86,1,0
18148,86,2,0
18149,86,3,0
18150,86,4,9
18151,86,5,0
18152,86,6,0
18153,86,7,0
18154,86,8,0
18155,86,9,0
18156,86,10,5
18157,86,11,0
18158,86,12,0
18159,86,13,0
18160,86,14,0
18161,86,15,0
18162,86,16,0
18163,86,17,10
18164,86,18,0
18165,86,19,0
18166,86,20,0
18167,86,21,0
18168,86,22,0
18169,86,23,0
18170,86,24,0
18171,86,25,0
18172,86,26,0
18173,86,27,0
18174,86,28,13
18175,86,29,0
18176,86,30,0
18177,86,31,0
18178,86,32,0
18179,86,33,0
18180,86,34,0
18181,86,35,0
18182,86,36,0
18183,86,37,2
18184,86,38,0
18185,86,39,0
18186,86,40,0
18187,86,41,0
18188,86,42,0
18189,86,43,0
18190,86,44,0
18191,86,45,0
18192,86,46,0
18193,86,47,0
18194,86,48,0
18195,86,49,0
18196,86,50,0
18197,86,51,0
18198,86,52,0
18199,86,53,0
18200,86,54,0
18201,86,55,0
18202,86,56,0
18203,86,57,0
18204,86,58,0
18205,86,59,0
18206,86,60,0
18207,86,61,10
18208,86,62,17
18209,86,63,0
18210,86,64,0
18211,86,65,0
18212,86,66,0
18213,86,67,0
18214,86,68,0
18215,86,69,1
18216,86,70,0
18217,86,71,0
18218,86,72,0
18219,86,73,0
18220,86,74,0
18221,86,75,0
18222,86,76,0
18223,86,77,0
18224,86,78,0
18225,86,79,0
18226,86,80,0
18227,86,81,0
18228,86,82,0
18229,86,83,0
18230,86,84,0
18231,86,85,13
18232,86,86,0
18233,86,87,0
18234,86,88,0
18235,86,89,0
18236,86,90,0
18237,86,91,0
18238,86,92,0
18239,86,93,0
18240,86,94,0
18241,86,95,0
18242,86,96,0
18243,86,97,14
18244,86,98,0
18245,86,99,0
18246,86,100,0
18247,86,101,0
18248,86,102,22
18249,86,103,0
18250,86,104,0
18251,86,105,0
18252,86,106,0
18253,86,107,0
18254,86,108,7
18255,86,109,0
18256,86,110,0
18257,86,111,0
18258,86,112,0
18259,86,113,0
18260,86,114,0
18261,86,115,0
18262,86,116,11
18263,86,117,17
18264,86,118,10
18265,86,119,0
18266,86,120,0
18267,86,121,0
18268,86,122,1
18269,86,123,3
18270,86,124,0
18271,86,125,0
18272,86,126,0
18273,86,127,0
18274,86,128,0
18275,86,129,0
18276,86,130,0
18277,86,131,0
18278,86,132,20
18279,86,133,0
18280,86,134,14
18281,86,135,0
18282,86,136,0
18283,86,137,0
18284,86,138,0
18285,86,139,0
18286,86,140,0
18287,86,141,17
18288,86,142,0
18289,86,143,0
18290,86,144,0
18291,86,145,0
18292,86,146,0
18293,86,147,0
18294,86,148,0
18295,86,149,0
18296,86,150,0
18297,86,151,13
18298,86,152,0
18299,86,153,11
18300,86,154,13
18301,86,155,0
18302,86,156,0
18303,86,157,0
18304,86,158,0
18305,86,159,0
18306,86,160,0
18307,86,161,0
18308,86,162,0
18309,86,163,10
18310,86,164,0
18311,86,165,10
18312,86,166,9
18313,86,167,0
18314,86,168,0
18315,86,169,6
18316,86,170,0
18317,86,171,0
18318,86,172,12
18319,86,173,0
18320,86,174,0
18321,86,175,0
18322,86,176,0
18323,86,177,0
18324,86,178,0
18325,86,179,0
18326,86,180,11
18327,86,181,0
18328,86,182,0
18329,86,183,10
18330,86,184,0
18331,86,185,3
18332,86,186,0
18333,86,187,0
18334,86,188,16
18335,86,189,0
18336,86,190,0
18337,86,191,0
18338,86,192,0
18339,86,193,0
18340,86,194,0
18341,86,195,0
18342,86,196,0
18343,86,197,0
18344,86,198,0
18345,86,199,0
18346,86,200,0
18347,86,201,0
18348,86,202,0
18349,86,203,0
18350,86,204,13
18351,86,205,0
18352,86,206,0
18353,86,207,0
18354,86,208,0
18355,86,209,0
18356,86,210,0
18357,87,0,0
18358,87,1,0
18359,87,2,0
18360,87,3,0
18361,87,4,0
18362,87,5,0
18363,87,6,0
18364,87,7,0
18365,87,8,0
18366,87,9,14
18367,87,10,12
18368,87,11,0
18369,87,12,0
18370,87,13,0
18371,87,14,0
18372,87,15,0
18373,87,16,0
18374,87,17,0
18375,87,18,0
18376,87,19,0
18377,87,20,0
18378,87,21,0
18379,87,22,0
18380,87,23,0
18381,87,24,0
18382,87,25,0
18383,87,26,0
18384,87,27,0
18385,87,28,0
18386,87,29,0
18387,87,30,0
18388,87,31,15
18389,87,32,0
18390,87,33,0
18391,87,34,0
18392,87,35,0
18393,87,36,0
18394,87,37,0
18395,87,38,13
18396,87,39,0
18397,87,40,0
18398,87,41,0
18399,87,42,5
18400,87,43,0
18401,87,44,0
18402,87,45,0
18403,87,46,0
18404,87,47,10
18405,87,48,0
18406,87,49,0
18407,87,50,0
18408,87,51,10
18409,87,52,0
18410,87,53,0
18411,87,54,0
18412,87,55,0
18413,87,56,0
18414,87,57,0
18415,87,58,0
18416,87,59,13
18417,87,60,11
18418,87,61,0
18419,87,62,0
18420,87,63,0
18421,87,64,13
18422,87,65,0
18423,87,66,0
18424,87,67,0
18425,87,68,0
18426,87,69,0
18427,87,70,0
18428,87,71,0
18429,87,72,0
18430,87,73,0
18431,87,74,0
18432,87,75,0
18433,87,76,0
18434,87,77,0
18435,87,78,0
18436,87,79,0
18437,87,80,0
18438,87,81,0
18439,87,82,0
18440,87,83,0
18441,87,84,0
18442,87,85,0
18443,87,86,5
18444,87,87,0
18445,87,88,0
18446,87,89,0
18447,87,90,0
18448,87,91,0
18449,87,92,0
18450,87,93,0
18451,87,94,0
18452,87,95,3
18453,87,96,0
18454,87,97,0
18455,87,98,0
18456,87,99,0
18457,87,100,5
18458,87,101,0
18459,87,102,0
18460,87,103,0
18461,87,104,0
18462,87,105,17
18463,87,106,12
18464,87,107,0
18465,87,108,0
18466,87,109,0
18467,87,110,0
18468,87,111,0
18469,87,112,0
18470,87,113,0
18471,87,114,0
18472,87,115,0
18473,87,116,0
18474,87,117,0
18475,87,118,0
18476,87,119,0
18477,87,120,0
18478,87,121,0
18479,87,122,12
18480,87,123,0
18481,87,124,0
18482,87,125,7
18483,87,126,0
18484,87,127,11
18485,87,128,0
18486,87,129,0
18487,87,130,0
18488,87,131,0
18489,87,132,0
18490,87,133,0
18491,87,134,0
18492,87,135,8
18493,87,136,0
18494,87,137,0
18495,87,138,0
18496,87,139,0
18497,87,140,0
18498,87,141,12
18499,87,142,0
18500,87,143,3
18501,87,144,0
18502,87,145,0
18503,87,146,0
18504,87,147,0
18505,87,148,0
18506,87,149,0
18507,87,150,0
18508,87,151,0
18509,87,152,0
18510,87,153,0
18511,87,154,11
18512,87,155,0
18513,87,156,0
18514,87,157,0
18515,87,158,0
18516,87,159,12
18517,87,160,0
18518,87,161,0
18519,87,162,0
18520,87,163,0
18521,87,164,0
18522,87,165,0
18523,87,166,0
18524,87,167,19
18525,87,168,0
18526,87,169,0
18527,87,170,0
18528,87,171,0
18529,87,172,0
18530,87,173,0
18531,87,174,0
18532,87,175,0
18533,87,176,11
18534,87,177,2
18535,87,178,0
18536,87,179,0
18537,87,180,0
18538,87,181,0
18539,87,182,0
18540,87,183,3
18541,87,184,0
18542,87,185,0
18543,87,186,14
18544,87,187,13
18545,87,188,0
18546,87,189,0
18547,87,190,0
18548,87,191,0
18549,87,192,7
18550,87,193,0
18551,87,194,0
18552,87,195,0
18553,87,196,0
18554,87,197,7
18555,87,198,0
18556,87,199,0
18557,87,200,24
18558,87,201,0
18559,87,202,0
18560,87,203,0
18561,87,204,0
18562,87,205,0
18563,87,206,0
18564,87,207,0
18565,87,208,0
18566,87,209,0
18567,87,210,7
18568,88,0,0
18569,88,1,10
18570,88,2,0
18571,88,3,7
18572,88,4,0
18573,88,5,0
18574,88,6,0
18575,88,7,0
18576,88,8,0
18577,88,9,2
18578,88,10,0
18579,88,11,0
18580,88,12,0
18581,88,13,0
18582,88,14,0
18583,88,15,6
18584,88,16,8
18585,88,17,0
18586,88,18,0
18587,88,19,0
18588,88,20,0
18589,88,21,0
18590,88,22,0
18591,88,23,0
18592,88,24,0
18593,88,25,12
18594,88,26,0
18595,88,27,0
18596,88,28,0
18597,88,29,0
18598,88,30,0
18599,88,31,0
18600,88,32,7
18601,88,33,0
18602,88,34,0
18603,88,35,0
18604,88,36,0
18605,88,37,0
18606,88,38,0
18607,88,39,0
18608,88,40,0
18609,88,41,5
18610,88,42,1
18611,88,43,0
18612,88,44,17
18613,88,45,0
18614,88,46,0
18615,88,47,0
18616,88,48,0
18617,88,49,18
18618,88,50,21
18619,88,51,0
18620,88,52,0
18621,88,53,0
18622,88,54,0
18623,88,55,0
18624,88,56,0
18625,88,57,0
18626,88,58,0
18627,88,59,0
18628,88,60,0
18629,88,61,0
18630,88,62,0
18631,88,63,0
18632,88,64,0
18633,88,65,0
18634,88,66,0
18635,88,67,0
18636,88,68,0
18637,88,69,6
18638,88,70,0
18639,88,71,0
18640,88,72,0
18641,88,73,0
18642,88,74,0
18643,88,75,0
18644,88,76,0
18645,88,77,0
18646,88,78,10
18647,88,79,0
18648,88,80,0
18649,88,81,0
18650,88,82,0
18651,88,83,0
18652,88,84,9
18653,88,85,0
18654,88,86,19
18655,88,87,13
18656,88,88,0
18657,88,89,0
18658,88,90,0
18659,88,91,16
18660,88,92,0
18661,88,93,0
18662,88,94,0
18663,88,95,15
18664,88,96,0
18665,88,97,10
18666,88,98,0
18667,88,99,25
18668,88,100,0
18669,88,101,12
18670,88,102,0
18671,88,103,0
18672,88,104,0
18673,88,105,7
18674,88,106,0
18675,88,107,0
18676,88,108,0
18677,88,109,0
18678,88,110,0
18679,88,111,0
18680,88,112,0
18681,88,113,0
18682,88,114,0
18683,88,115,0
18684,88,116,0
18685,88,117,0
18686,88,118,0
18687,88,119,9
18688,88,120,0
18689,88,121,0
18690,88,122,0
18691,88,123,0
18692,88,124,0
18693,88,125,0
18694,88,126,0
18695,88,127,0
18696,88,128,0
18697,88,129,0
18698,88,130,0
18699,88,131,0
18700,88,132,23
18701,88,133,0
18702,88,134,0
18703,88,135,0
18704,88,136,0
18705,88,137,0
18706,88,138,0
18707,88,139,0
18708,88,140,0
18709,88,141,0
18710,88,142,0
18711,88,143,14
18712,88,144,9
18713,88,145,0
18714,88,146,0
18715,88,147,14
18716,88,148,0
18717,88,149,16
18718,88,150,0
18719,88,151,0
18720,88,152,0
18721,88,153,0
18722,88,154,0
18723,88,155,0
18724,88,156,0
18725,88,157,0
18726,88,158,0
18727,88,159,0
18728,88,160,0
18729,88,161,16
18730,88,162,0
18731,88,163,12
18732,88,164,0
18733,88,165,9
18734,88,166,0
18735,88,167,0
18736,88,168,0
18737,88,169,0
18738,88,170,0
18739,88,171,0
18740,88,172,20
18741,88,173,0
18742,88,174,0
18743,88,175,0
18744,88,176,0
18745,88,177,0
18746,88,178,10
18747,88,179,4
18748,88,180,13
18749,88,181,0
18750,88,182,3
18751,88,183,0
18752,88,184,0
18753,88,185,0
18754,88,186,17
18755,88,187,0
18756,88,188,0
18757,88,189,0
18758,88,190,0
18759,88,191,0
18760,88,192,0
18761,88,193,0
18762,88,194,0
18763,88,195,0
18764,88,196,0
18765,88,197,0
18766,88,198,0
18767,88,199,0
18768,88,200,0
18769,88,201,0
18770,88,202,8
18771,88,203,0
18772,88,204,0
18773,88,205,0
18774,88,206,0
18775,88,207,7
18776,88,208,0
18777,88,209,0
18778,88,210,0
18779,89,0,3
18780,89,1,0
18781,89,2,0
18782,89,3,0
18783,89,4,0
18784,89,5,0
18785,89,6,0
18786,89,7,0
18787,89,8,0
18788,89,9,0
18789,89,10,0
18790,89,11,0
18791,89,12,0
18792,89,13,0
18793,89,14,0
18794,89,15,0
18795,89,16,0
18796,89,17,0
18797,89,18,0
18798,89,19,0
18799,89,20,0
18800,89,21,14
18801,89,22,0
18802,89,23,0
18803,89,24,0
18804,89,25,8
18805,89,26,0
18806,89,27,0
18807,89,28,0
18808,89,29,0
18809,89,30,13
18810,89,31,0
18811,89,32,0
18812,89,33,0
18813,89,34,3
18814,89,35,0
18815,89,36,22
18816,89,37,0
18817,89,38,0
18818,89,39,0
18819,89,40,0
18820,89,41,0
18821,89,42,0
18822,89,43,0
18823,89,44,0
18824,89,45,14
18825,89,46,0
18826,89,47,0
18827,89,48,0
18828,89,49,7
18829,89,50,0
18830,89,51,0
18831,89,52,0
18832,89,53,0
18833,89,54,0
18834,89,55,21
18835,89,56,0
18836,89,57,0
18837,89,58,0
18838,89,59,0
18839,89,60,0
18840,89,61,0
18841,89,62,0
18842,89,63,0
18843,89,64,0
18844,89,65,0
18845,89,66,0
18846,89,67,0
18847,89,68,0
18848,89,69,3
18849,89,70,0
18850,89,71,0
18851,89,72,6
18852,89,73,0
18853,89,74,0
18854,89,75,0
18855,89,76,0
18856,89,77,0
18857,89,78,0
18858,89,79,0
18859,89,80,13
18860,89,81,0
18861,89,82,0
18862,89,83,0
18863,89,84,25
18864,89,85,0
18865,89,86,0
18866,89,87,4
18867,89,88,0
18868,89,89,0
18869,89,90,0
18870,89,91,5
18871,89,92,8
18872,89,93,9
18873,89,94,0
18874,89,95,0
18875,89,96,0
18876,89,97,0
18877,89,98,0
18878,89,99,15
18879,89,100,0
18880,89,101,0
18881,89,102,0
18882,89,103,0
18883,89,104,0
18884,89,105,0
18885,89,106,0
18886,89,107,0
18887,89,108,0
18888,89,109,0
18889,89,110,0
18890,89,111,0
18891,89,112,0
18892,89,113,0
18893,89,114,0
18894,89,115,0
18895,89,116,0
18896,89,117,25
18897,89,118,0
18898,89,119,12
18899,89,120,0
18900,89,121,0
18901,89,122,0
18902,89,123,0
18903,89,124,0
18904,89,125,0
18905,89,126,0
18906,89,127,0
18907,89,128,13
18908,89,129,11
18909,89,130,0
18910,89,131,0
18911,89,132,0
18912,89,133,26
18913,89,134,0
18914,89,135,0
18915,89,136,0
18916,89,137,17
18917,89,138,0
18918,89,139,0
18919,89,140,0
18920,89,141,0
18921,89,142,0
18922,89,143,0
18923,89,144,0
18924,89,145,0
18925,89,146,0
18926,89,147,0
18927,89,148,14
18928,89,149,0
18929,89,150,0
18930,89,151,0
18931,89,152,0
18932,89,153,0
18933,89,154,10
18934,89,155,0
18935,89,156,0
18936,89,157,0
18937,89,158,0
18938,89,159,0
18939,89,160,12
18940,89,161,0
18941,89,162,0
18942,89,163,0
18943,89,164,14
18944,89,165,0
18945,89,166,0
18946,89,167,0
18947,89,168,0
18948,89,169,0
18949,89,170,0
18950,89,171,0
18951,89,172,0
18952,89,173,0
18953,89,174,0
18954,89,175,0
18955,89,176,0
18956,89,177,0
18957,89,178,0
18958,89,179,0
18959,89,180,0
18960,89,181,0
18961,89,182,0
18962,89,183,0
18963,89,184,0
18964,89,185,0
18965,89,186,0
18966,89,187,0
18967,89,188,0
18968,89,189,0
18969,89,190,0
18970,89,191,0
18971,89,192,0
18972,89,193,0
18973,89,194,0
18974,89,195,9
18975,89,196,13
18976,89,197,0
18977,89,198,0
18978,89,199,0
18979,89,200,0
18980,89,201,0
18981,89,202,0
18982,89,203,0
18983,89,204,12
18984,89,205,5
18985,89,206,0
18986,89,207,0
18987,89,208,0
18988,89,209,9
18989,89,210,0
18990,90,0,0
18991,90,1,0
18992,90,2,0
18993,90,3,0
18994,90,4,0
18995,90,5,0
18996,90,6,0
18997,90,7,0
18998,90,8,14
18999,90,9,0
19000,90,10,0
19001,90,11,0
19002,90,12,0
19003,90,13,0
19004,90,14,0
19005,90,15,0
19006,90,16,0
19007,90,17,0
19008,90,18,0
19009,90,19,1
19010,90,20,0
19011,90,21,0
19012,90,22,0
19013,90,23,0
19014,90,24,13
19015,90,25,0
19016,90,26,11
19017,90,27,0
19018,90,28,0
19019,90,29,0
19020,90,30,0
19021,90,31,10
19022,90,32,0
19023,90,33,0
19024,90,34,0
19025,90,35,13
19026,90,36,0
19027,90,37,7
19028,90,38,0
19029,90,39,0
19030,90,40,0
19031,90,41,0
19032,90,42,0
19033,90,43,0
19034,90,44,0
19035,90,45,0
19036,90,46,0
19037,90,47,0
19038,90,48,0
19039,90,49,0
19040,90,50,0
19041,90,51,0
19042,90,52,0
19043,90,53,0
19044,90,54,0
19045,90,55,0
19046,90,56,0
19047,90,57,0
19048,90,58,0
19049,90,59,0
19050,90,60,0
19051,90,61,0
19052,90,62,0
19053,90,63,7
19054,90,64,0
19055,90,65,8
19056,90,66,0
19057,90,67,18
19058,90,68,0
19059,90,69,0
19060,90,70,0
19061,90,71,0
19062,90,72,6
19063,90,73,0
19064,90,74,11
19065,90,75,0
19066,90,76,0
19067,90,77,0
19068,90,78,6
19069,90,79,0
19070,90,80,10
19071,90,81,0
19072,90,82,6
19073,90,83,0
19074,90,84,0
19075,90,85,8
19076,90,86,0
19077,90,87,0
19078,90,88,0
19079,90,89,0
19080,90,90,11
19081,90,91,3
19082,90,92,0
19083,90,93,0
19084,90,94,0
19085,90,95,0
19086,90,96,0
19087,90,97,0
19088,90,98,3
19089,90,99,0
19090,90,100,0
19091,90,101,0
19092,90,102,0
19093,90,103,0
19094,90,104,0
19095,90,105,0
19096,90,106,0
19097,90,107,0
19098,90,108,0
19099,90,109,0
19100,90,110,0
19101,90,111,0
19102,90,112,0
19103,90,113,0
19104,90,114,0
19105,90,115,0
19106,90,116,0
19107,90,117,0
19108,90,118,0
19109,90,119,0
19110,90,120,14
19111,90,121,0
19112,90,122,0
19113,90,123,0
19114,90,124,0
19115,90,125,0
19116,90,126,0
19117,90,127,0
19118,90,128,0
19119,90,129,0
19120,90,130,0
19121,90,131,3
19122,90,132,0
19123,90,133,0
19124,90,134,0
19125,90,135,0
19126,90,136,0
19127,90,137,22
19128,90,138,0
19129,90,139,0
19130,90,140,0
19131,90,141,14
19132,90,142,0
19133,90,143,21
19134,90,144,0
19135,90,145,0
19136,90,146,0
19137,90,147,0
19138,90,148,0
19139,90,149,0
19140,90,150,0
19141,90,151,0
19142,90,152,0
19143,90,153,0
19144,90,154,0
19145,90,155,0
19146,90,156,0
19147,90,157,7
19148,90,158,0
19149,90,159,1
19150,90,160,5
19151,90,161,8
19152,90,162,0
19153,90,163,0
19154,90,164,0
19155,90,165,0
19156,90,166,0
19157,90,167,0
19158,90,168,0
19159,90,169,0
19160,90,170,0
19161,90,171,0
19162,90,172,0
19163,90,173,0
19164,90,174,0
19165,90,175,16
19166,90,176,0
19167,90,177,2
19168,90,178,0
19169,90,179,0
19170,90,180,14
19171,90,181,0
19172,90,182,0
19173,90,183,0
19174,90,184,0
19175,90,185,0
19176,90,186,5
19177,90,187,0
19178,90,188,0
19179,90,189,0
19180,90,190,0
19181,90,191,0
19182,90,192,0
19183,90,193,0
19184,90,194,7
19185,90,195,8
19186,90,196,0
19187,90,197,0
19188,90,198,0
19189,90,199,0
19190,90,200,0
19191,90,201,0
19192,90,202,0
19193,90,203,0
19194,90,204,0
19195,90,205,6
19196,90,206,0
19197,90,207,0
19198,90,208,0
19199,90,209,0
19200,90,210,0
19201,91,0,0
19202,91,1,0
19203,91,2,0
19204,91,3,0
19205,91,4,0
19206,91,5,12
19207,91,6,0
19208,91,7,0
19209,91,8,0
19210,91,9,0
19211,91,10,14
19212,91,11,0
19213,91,12,0
19214,91,13,0
19215,91,14,0
19216,91,15,0
19217,91,16,0
19218,91,17,0
19219,91,18,0
19220,91,19,0
19221,91,20,0
19222,91,21,0
19223,91,22,0
19224,91,23,6
19225,91,24,0
19226,91,25,0
19227,91,26,15
19228,91,27,0
19229,91,28,0
19230,91,29,0
19231,91,30,0
19232,91,31,0
19233,91,32,0
19234,91,33,11
19235,91,34,0
19236,91,35,0
19237,91,36,0
19238,91,37,0
19239,91,38,0
19240,91,39,0
19241,91,40,3
19242,91,41,0
19243,91,42,0
19244,91,43,0
19245,91,44,0
19246,91,45,7
19247,91,46,5
19248,91,47,6
19249,91,48,0
19250,91,49,0
19251,91,50,0
19252,91,51,0
19253,91,52,0
19254,91,53,0
19255,91,54,0
19256,91,55,0
19257,91,56,2
19258,91,57,0
19259,91,58,0
19260,91,59,0
19261,91,60,0
19262,91,61,14
19263,91,62,0
19264,91,63,0
19265,91,64,18
19266,91,65,10
19267,91,66,6
19268,91,67,0
19269,91,68,0
19270,91,69,0
19271,91,70,0
19272,91,71,0
19273,91,72,0
19274,91,73,3
19275,91,74,0
19276,91,75,0
19277,91,76,0
19278,91,77,0
19279,91,78,0
19280,91,79,5
19281,91,80,4
19282,91,81,0
19283,91,82,0
19284,91,83,0
19285,91,84,0
19286,91,85,0
19287,91,86,12
19288,91,87,0
19289,91,88,7
19290,91,89,0
19291,91,90,0
19292,91,91,0
19293,91,92,0
19294,91,93,0
19295,91,94,0
19296,91,95,0
19297,91,96,0
19298,91,97,0
19299,91,98,0
19300,91,99,0
19301,91,100,0
19302,91,101,0
19303,91,102,0
19304,91,103,0
19305,91,104,0
19306,91,105,0
19307,91,106,0
19308,91,107,0
19309,91,108,0
19310,91,109,0
19311,91,110,0
19312,91,111,0
19313,91,112,0
19314,91,113,0
19315,91,114,0
19316,91,115,6
19317,91,116,0
19318,91,117,0
19319,91,118,0
19320,91,119,0
19321,91,120,0
19322,91,121,0
19323,91,122,0
19324,91,123,0
19325,91,124,0
19326,91,125,0
19327,91,126,0
19328,91,127,0
19329,91,128,0
19330,91,129,0
19331,91,130,0
19332,91,131,10
19333,91,132,0
19334,91,133,0
19335,91,134,0
19336,91,135,0
19337,91,136,0
19338,91,137,0
19339,91,138,0
19340,91,139,0
19341,91,140,0
19342,91,141,8
19343,91,142,0
19344,91,143,0
19345,91,144,0
19346,91,145,0
19347,91,146,16
19348,91,147,7
19349,91,148,0
19350,91,149,0
19351,91,150,0
19352,91,151,0
19353,91,152,0
19354,91,153,0
19355,91,154,0
19356,91,155,0
19357,91,156,0
19358,91,157,0
19359,91,158,0
19360,91,159,0
19361,91,160,0
19362,91,161,0
19363,91,162,0
19364,91,163,0
19365,91,164,0
19366,91,165,18
19367,91,166,10
19368,91,167,0
19369,91,168,0
19370,91,169,0
19371,91,170,11
19372,91,171,6
19373,91,172,0
19374,91,173,17
19375,91,174,0
19376,91,175,29
19377,91,176,0
19378,91,177,0
19379,91,178,0
19380,91,179,0
19381,91,180,0
19382,91,181,0
19383,91,182,0
19384,91,183,0
19385,91,184,19
19386,91,185,0
19387,91,186,5
19388,91,187,0
19389,91,188,0
19390,91,189,4
19391,91,190,0
19392,91,191,0
19393,91,192,0
19394,91,193,0
19395,91,194,0
19396,91,195,0
19397,91,196,15
19398,91,197,0
19399,91,198,3
19400,91,199,0
19401,91,200,0
19402,91,201,0
19403,91,202,0
19404,91,203,0
19405,91,204,0
19406,91,205,4
19407,91,206,0
19408,91,207,0
19409,91,208,0
19410,91,209,0
19411,91,210,0
19412,92,0,0
19413,92,1,0
19414,92,2,0
19415,92,3,14
19416,92,4,0
19417,92,5,0
19418,92,6,0
19419,92,7,0
19420,92,8,0
19421,92,9,0
19422,92,10,0
19423,92,11,0
19424,92,12,0
19425,92,13,0
19426,92,14,0
19427,92,15,2
19428,92,16,0
